circRNA_ID	gene_id
chr12:85038173|85044809	ENSG00000133640.20
chr12:87989264|87996646	ENSG00000165805.10
chr12:88042825|88043715	ENSG00000133641.18
chr12:88160114|88172745	ENSG00000139324.12
chr12:88160114|88174727	ENSG00000139324.12
chr12:88545752|88564344	ENSG00000049130.16
chr12:90593569|90675408	ENSG00000286021.3
chr12:90705133|90741182	ENSG00000288102.1
chr12:90938671|90940360	ENSG00000196243.5
chr12:90941039|90952919	ENSG00000197651.4
chr12:92737378|92745591	ENSG00000187510.11
chr12:92879247|92891721	ENSG00000102189.17
chr12:93091340|93096236	ENSG00000257746.2
chr12:93566744|93567159	ENSG00000246985.8
chr12:94282298|94297423	ENSG00000136040.9
chr12:94378791|94403262	ENSG00000173588.16
chr12:94424190|94424584	ENSG00000173588.16
chr12:95051762|95057643	ENSG00000120798.17
chr12:95251940|95256622	ENSG00000028203.19
chr12:95485879|95496098	ENSG00000111142.14
chr12:95528807|95534326	ENSG00000136014.12
chr12:95683498|95738144	ENSG00000074527.13
chr12:95998331|96000260	ENSG00000257878.2
chr12:96323948|96334865	ENSG00000059758.8
chr12:96919985|96937393	ENSG00000139350.12
chr12:96934976|96940537	ENSG00000139350.12
chr12:97493875|97530859	ENSG00000255794.10
chr12:98593975|98600127	ENSG00000075415.15
chr12:98670973|98683274	ENSG00000120868.14
chr12:99097016|99097478	ENSG00000258039.2
chr12:100157997|100158873	ENSG00000238105.7
chr12:100158798|100161869	ENSG00000238105.7
chr12:100180553|100195673	ENSG00000257489.6
chr12:100205676|100210351	ENSG00000075089.10
chr12:100262264|100263893	ENSG00000166153.17
chr12:100291503|100298175	ENSG00000136021.19
chr12:100380701|100402479	ENSG00000179520.11
chr12:100510778|100536610	ENSG00000012504.15
chr12:100594875|100612141	ENSG00000139354.11
chr12:101402865|101405981	ENSG00000120805.14
chr12:101476828|101477651	ENSG00000166211.8
chr12:101648045|101659831	ENSG00000196091.15
chr12:101714090|101720254	ENSG00000111666.11
chr12:101714504|101723326	ENSG00000111666.11
chr12:102112108|102120089	ENSG00000075188.9
chr12:102153869|102164608	ENSG00000185480.12
chr12:102304632|102315490	ENSG00000283052.1
chr12:102419509|102475799	ENSG00000017427.17
chr12:102475643|102480400	ENSG00000017427.17
chr12:102821098|102822763	ENSG00000258169.1
chr12:102846895|102851756	ENSG00000171759.10
chr12:102912791|102917225	ENSG00000171759.10
chr12:103368887|103478447	ENSG00000179088.16
chr12:103548668|103549597	ENSG00000257762.6
chr12:103549498|103550571	ENSG00000257762.6
chr12:103920414|103930211	ENSG00000214198.8
chr12:103938340|103941706	ENSG00000166598.16
chr12:103997451|104015105	ENSG00000120820.13
chr12:104082500|104088038	ENSG00000111727.12
chr12:104123226|104135532	ENSG00000120837.8
chr12:104318913|104325429	ENSG00000198431.17
chr12:105046710|105058220	ENSG00000136010.14
chr12:105114362|105118528	ENSG00000136051.15
chr12:105133770|105142558	ENSG00000136051.15
chr12:106639332|106682054	ENSG00000111783.13
chr12:106686884|106709430	ENSG00000111783.13
chr12:107744543|107754109	ENSG00000110851.12
chr12:107845963|107860501	ENSG00000257398.8
chr12:108654306|108662158	ENSG00000110880.11
chr12:108889469|108894367	ENSG00000110887.8
chr12:109099189|109101999	ENSG00000076248.11
chr12:109175977|109176263	ENSG00000076555.16
chr12:109246179|109250104	ENSG00000076555.16
chr12:109285304|109287957	ENSG00000139445.18
chr12:109286648|109287957	ENSG00000139445.18
chr12:109287397|109290286	ENSG00000139445.18
chr12:109287844|109290286	ENSG00000139445.18
chr12:109444432|109447280	ENSG00000174527.10
chr12:109457630|109458078	ENSG00000110906.13
chr12:109503023|109507735	ENSG00000151148.14
chr12:109561243|109565176	ENSG00000139428.12
chr12:109561420|109565176	ENSG00000139428.12
chr12:109561420|109571710	ENSG00000139428.12
chr12:109581395|109591357	ENSG00000110921.14
chr12:109857526|109858741	ENSG00000139433.11
chr12:109907526|109908937	ENSG00000139437.18
chr12:110016388|110021301	ENSG00000076513.17
chr12:110128950|110136860	ENSG00000122970.16
chr12:110134948|110147048	ENSG00000122970.16
chr12:110395101|110396452	ENSG00000258210.1
chr12:110503806|110505772	ENSG00000151164.19
chr12:110619836|110626492	ENSG00000204852.17
chr12:110661164|110688708	ENSG00000122986.14
chr12:110724660|110730759	ENSG00000186298.12
chr12:110873842|110881296	ENSG00000173093.13
chr12:111296473|111308333	ENSG00000111249.14
chr12:111298541|111307257	ENSG00000111249.14
chr12:111418119|111447033	ENSG00000111252.11
chr12:111418119|111447219	ENSG00000111252.11
chr12:111715821|111721739	ENSG00000111271.15
chr12:111733923|111746284	ENSG00000111271.15
chr12:111781918|111785346	ENSG00000111275.13
chr12:111783158|111785346	ENSG00000111275.13
chr12:111783158|111789934	ENSG00000111275.13
chr12:111789823|111792163	ENSG00000111275.13
chr12:112054388|112068992	ENSG00000111300.10
chr12:112130511|112134873	ENSG00000135148.12
chr12:112135013|112145662	ENSG00000135148.12
chr12:112908536|112911235	ENSG00000089127.15
chr12:112910422|112911235	ENSG00000089127.15
chr12:112995296|113003102	ENSG00000111335.14
chr12:112997520|113005222	ENSG00000111335.14
chr12:113093162|113094099	ENSG00000135144.8
chr12:113108085|113116051	ENSG00000111344.12
chr12:113115200|113117161	ENSG00000111344.12
chr12:113200580|113208259	ENSG00000166578.10
chr12:113260368|113266356	ENSG00000186815.13
chr12:113277240|113284771	ENSG00000186815.13
chr12:113374474|113384265	ENSG00000151176.8
chr12:113398515|113399710	ENSG00000135094.11
chr12:113427962|113435556	ENSG00000139410.15
chr12:114398573|114401920	ENSG00000089225.20
chr12:114676313|114681146	ENSG00000135111.16
chr12:114677580|114681146	ENSG00000135111.16
chr12:115577418|115581169	ENSG00000258108.2
chr12:116003003|116005993	ENSG00000123066.9
chr12:116749841|116779348	ENSG00000135119.15
chr12:116766814|116779348	ENSG00000135119.15
chr12:116949618|116988869	ENSG00000174989.13
chr12:117172471|117177641	ENSG00000135108.16
chr12:118019632|118025010	ENSG00000111445.14
chr12:118020906|118025828	ENSG00000111445.14
chr12:118029771|118031660	ENSG00000111445.14
chr12:118036338|118043377	ENSG00000176871.9
chr12:118867596|118891481	ENSG00000256149.1
chr12:119116937|119122120	ENSG00000139767.10
chr12:119236624|119237016	ENSG00000256311.1
chr12:119672301|119674454	ENSG00000111725.11
chr12:119673964|119674454	ENSG00000111725.11
chr12:120099030|120108467	ENSG00000111737.12
chr12:120103826|120108467	ENSG00000111737.12
chr12:120223718|120224727	ENSG00000089159.17
chr12:120357816|120359053	ENSG00000135097.7
chr12:120438379|120446829	ENSG00000111780.8
chr12:120464733|120465787	ENSG00000111786.9
chr12:120504895|120522363	ENSG00000110871.15
chr12:120510017|120522363	ENSG00000110871.15
chr12:120566825|120575688	ENSG00000022840.17
chr12:120694091|120695000	ENSG00000110917.8
chr12:120736986|120738450	ENSG00000122971.9
chr12:120737356|120738670	ENSG00000122971.9
chr12:120791469|120810886	ENSG00000157837.16
chr12:120993520|120996742	ENSG00000135100.19
chr12:120993520|120994405	ENSG00000135100.19
chr12:121160902|121166187	ENSG00000089041.17
chr12:121162424|121175478	ENSG00000089041.17
chr12:121416159|121417911	ENSG00000170633.17
chr12:121534497|121574593	ENSG00000089094.20
chr12:121659191|121669512	ENSG00000139714.12
chr12:121899634|121903107	ENSG00000110801.14
chr12:122030700|122035427	ENSG00000110987.9
chr12:122216759|122218397	ENSG00000256861.1
chr12:122216759|122224748	ENSG00000284934.2
chr12:122216759|122226568	ENSG00000284934.2
chr12:122238587|122239945	ENSG00000139719.11
chr12:122238587|122261447	ENSG00000139719.11
chr12:122239878|122244762	ENSG00000139719.11
chr12:122481945|122490567	ENSG00000033030.15
chr12:122575800|122584450	ENSG00000184445.12
chr12:122614991|122615526	ENSG00000184445.12
chr12:122797307|122806295	ENSG00000130783.14
chr12:122940807|122944519	ENSG00000150967.19
chr12:122975811|122976767	ENSG00000256028.2
chr12:122976253|122976970	ENSG00000111325.16
chr12:122981129|122981879	ENSG00000182196.14
chr12:123389433|123396432	ENSG00000183955.14
chr12:123630397|123632446	ENSG00000111361.13
chr12:123735893|123744972	ENSG00000185344.15
chr12:124957029|124967218	ENSG00000150990.9
chr12:125349452|125415677	ENSG00000139364.11
chr12:125982800|125983278	ENSG00000249267.7
chr12:126013385|126032552	ENSG00000275212.3
chr12:126155196|126160198	ENSG00000284848.2
chr12:127000556|127032066	ENSG00000249345.8
chr12:127492164|127493636	ENSG00000286922.1
chr12:127633768|127636118	ENSG00000256022.6
chr12:128543957|128669560	ENSG00000181234.10
chr12:128899236|128926454	ENSG00000151948.12
chr12:129209558|129210266	ENSG00000256699.1
chr12:130434734|130445269	ENSG00000060709.16
chr12:130667294|130667682	ENSG00000256343.8
chr12:130808631|130813031	ENSG00000111450.14
chr12:131076801|131136163	ENSG00000111452.13
chr12:131453885|131455211	ENSG00000275232.1
chr12:131648045|131650479	ENSG00000256424.2
chr12:131840573|131845200	ENSG00000198598.7
chr12:131908644|131908971	ENSG00000177169.10
chr12:131929907|131932312	ENSG00000177192.14
chr12:132090849|132104170	ENSG00000185684.16
chr12:132567481|132572622	ENSG00000112787.14
chr12:132572527|132574348	ENSG00000112787.14
chr12:132690263|132701369	ENSG00000256632.3
chr12:132717439|132717798	ENSG00000247077.7
chr12:132847043|132848724	ENSG00000072609.18
chr12:133041100|133048081	ENSG00000198040.11
chr12:133041285|133048081	ENSG00000198040.11
chr12:133144434|133151154	ENSG00000256825.4
chr12:133225536|133226438	ENSG00000227059.7
chr12:133226318|133227947	ENSG00000227059.7
chr2:247538|249844	ENSG00000035115.22
chr2:1653628|1662184	ENSG00000130508.11
chr2:1800167|1810100	ENSG00000284600.1
chr2:3193999|3354633	ENSG00000032389.13
chr2:3547931|3550472	ENSG00000171865.10
chr2:3556789|3557843	ENSG00000171865.10
chr2:3604315|3640331	ENSG00000118004.18
chr2:3678468|3683074	ENSG00000151360.10
chr2:3679869|3683074	ENSG00000151360.10
chr2:6635576|6638361	ENSG00000236172.7
chr2:6732696|6736715	ENSG00000205837.7
chr2:6861184|6863578	ENSG00000134326.12
chr2:6861184|6862065	ENSG00000134326.12
chr2:6940948|7020768	ENSG00000151692.15
chr2:7073745|7077046	ENSG00000223884.7
chr2:7428388|7429872	ENSG00000229727.7
chr2:7968145|7976846	ENSG00000235665.6
chr2:8576911|8578711	ENSG00000236008.4
chr2:8673037|8673307	ENSG00000235092.7
chr2:8673037|8676029	ENSG00000235092.7
chr2:8791060|8800498	ENSG00000134313.17
chr2:8798202|8813335	ENSG00000134313.17
chr2:9344731|9368519	ENSG00000151693.11
chr2:9436211|9443661	ENSG00000119203.14
chr2:9478222|9481447	ENSG00000134330.19
chr2:9591392|9630534	ENSG00000134308.14
chr2:10123387|10126969	ENSG00000171848.16
chr2:10127087|10128952	ENSG00000171848.16
chr2:10600853|10607311	ENSG00000115761.17
chr2:10790719|10797207	ENSG00000143870.13
chr2:10821182|10823399	ENSG00000143870.13
chr2:11160466|11172045	ENSG00000162976.13
chr2:11221198|11227398	ENSG00000134318.15
chr2:11595251|11597978	ENSG00000196208.14
chr2:13002424|13003951	ENSG00000225649.7
chr2:13182007|13270966	ENSG00000285876.1
chr2:14641972|14646219	ENSG00000162981.14
chr2:15595490|15617342	ENSG00000079785.16
chr2:15604437|15613284	ENSG00000079785.16
chr2:15604437|15617342	ENSG00000079785.16
chr2:16073304|16074373	ENSG00000236289.4
chr2:16294445|16302290	ENSG00000285354.1
chr2:16529339|16538420	ENSG00000237633.4
chr2:16561456|16565767	ENSG00000197872.11
chr2:19084927|19125387	ENSG00000236204.6
chr2:19869496|19872596	ENSG00000228784.9
chr2:19945786|19953978	ENSG00000118965.16
chr2:19946461|19962327	ENSG00000118965.16
chr2:20203813|20205424	ENSG00000115884.11
chr2:20326261|20327378	ENSG00000055917.16
chr2:21023525|21029785	ENSG00000084674.15
chr2:22537005|22538235	ENSG00000233587.2
chr2:23025821|23027937	ENSG00000232451.2
chr2:23376784|23380241	ENSG00000235497.5
chr2:23642338|23693528	ENSG00000119771.15
chr2:23672316|23672806	ENSG00000283031.2
chr2:23788512|23809176	ENSG00000119778.15
chr2:23939540|23971414	ENSG00000173960.14
chr2:24013285|24016280	ENSG00000205639.12
chr2:24017458|24021970	ENSG00000205639.12
chr2:24021630|24022902	ENSG00000205639.12
chr2:24082885|24084331	ENSG00000115129.14
chr2:24121163|24122547	ENSG00000176732.7
chr2:24146930|24174718	ENSG00000276087.2
chr2:24177802|24179227	ENSG00000186453.13
chr2:24303799|24310380	ENSG00000198399.16
chr2:24691481|24711111	ENSG00000084676.16
chr2:24691481|24705233	ENSG00000084676.16
chr2:24793852|24799844	ENSG00000138092.11
chr2:24963405|24967293	ENSG00000115137.12
chr2:25131750|25137502	ENSG00000084710.14
chr2:25240302|25240730	ENSG00000119772.19
chr2:25240302|25243982	ENSG00000119772.19
chr2:25241562|25243982	ENSG00000119772.19
chr2:25246620|25247158	ENSG00000119772.19
chr2:25929955|25956444	ENSG00000084731.15
chr2:25938235|25954385	ENSG00000084731.15
chr2:25951789|25955663	ENSG00000084731.15
chr2:26098662|26109906	ENSG00000084733.11
chr2:26098662|26127233	ENSG00000084733.11
chr2:26176344|26183097	ENSG00000157833.13
chr2:26204062|26215175	ENSG00000084754.12
chr2:26209780|26232279	ENSG00000084754.12
chr2:26209780|26212626	ENSG00000084754.12
chr2:26277073|26280115	ENSG00000138029.14
chr2:26364302|26364940	ENSG00000138018.19
chr2:26583789|26595317	ENSG00000157884.11
chr2:26774251|26775676	ENSG00000213699.9
chr2:26792131|26792833	ENSG00000115163.15
chr2:27036487|27036786	ENSG00000119777.20
chr2:27039047|27040198	ENSG00000119777.20
chr2:27051423|27053173	ENSG00000084693.16
chr2:27053896|27056138	ENSG00000084693.16
chr2:27233312|27235640	ENSG00000084774.14
chr2:27239697|27240955	ENSG00000084774.14
chr2:27276643|27278332	ENSG00000163793.13
chr2:27312680|27322522	ENSG00000115204.15
chr2:27328844|27333784	ENSG00000115207.15
chr2:27367746|27368463	ENSG00000115211.17
chr2:27373861|27375153	ENSG00000115234.11
chr2:27382476|27384092	ENSG00000115241.11
chr2:27383366|27384767	ENSG00000115241.11
chr2:27436753|27439898	ENSG00000115216.14
chr2:27442579|27443280	ENSG00000157992.12
chr2:27481046|27484266	ENSG00000138002.16
chr2:27501135|27506885	ENSG00000084734.9
chr2:27507235|27507777	ENSG00000084734.9
chr2:27603140|27617571	ENSG00000259080.1
chr2:27603140|27631066	ENSG00000259080.1
chr2:27657345|27662281	ENSG00000119760.16
chr2:27660984|27662281	ENSG00000119760.16
chr2:27843067|27858571	ENSG00000171174.15
chr2:28589450|28592719	ENSG00000163803.13
chr2:28861118|28865119	ENSG00000171103.11
chr2:29024139|29033563	ENSG00000189350.13
chr2:29121374|29121521	ENSG00000115295.21
chr2:29157204|29163954	ENSG00000115295.21
chr2:29209786|29222408	ENSG00000171094.18
chr2:29319554|29319973	ENSG00000286963.1
chr2:29319811|29319973	ENSG00000286963.1
chr2:30731344|30732484	ENSG00000162949.16
chr2:30889034|30889698	ENSG00000285984.1
chr2:30944858|30958464	ENSG00000158089.15
chr2:30958397|30993007	ENSG00000158089.15
chr2:31531371|31533766	ENSG00000277893.2
chr2:32039279|32039492	ENSG00000162961.14
chr2:32116119|32137188	ENSG00000021574.13
chr2:32116119|32136968	ENSG00000021574.13
chr2:32175319|32193983	ENSG00000152683.14
chr2:32192336|32197392	ENSG00000152683.14
chr2:32238132|32252679	ENSG00000091106.19
chr2:32290483|32298311	ENSG00000119820.11
chr2:33273656|33300573	ENSG00000049323.16
chr2:33481183|33511842	ENSG00000152689.18
chr2:33493054|33511842	ENSG00000152689.18
chr2:33585312|33587320	ENSG00000119812.20
chr2:33585530|33588519	ENSG00000119812.20
chr2:34819365|34822287	ENSG00000232153.3
chr2:36555683|36558513	ENSG00000171055.15
chr2:36869554|36899658	ENSG00000115808.12
chr2:36886716|36894033	ENSG00000115808.12
chr2:37091916|37092255	ENSG00000152133.17
chr2:37126289|37138585	ENSG00000055332.19
chr2:37198494|37201092	ENSG00000218739.10
chr2:37246052|37247368	ENSG00000003509.16
chr2:37828933|37865278	ENSG00000237803.6
chr2:37873486|37875883	ENSG00000237803.6
chr2:37975212|37991297	ENSG00000115841.21
chr2:38310309|38315334	ENSG00000119787.14
chr2:38689813|38729697	ENSG00000143891.17
chr2:38746694|38748157	ENSG00000115875.19
chr2:38880179|38880706	ENSG00000188010.16
chr2:38996922|39010703	ENSG00000115904.15
chr2:39010584|39014846	ENSG00000115904.15
chr2:39190305|39225960	ENSG00000205111.9
chr2:39288121|39309519	ENSG00000011566.15
chr2:39761331|39770119	ENSG00000138050.15
chr2:42280850|42295516	ENSG00000143924.19
chr2:42413699|42415550	ENSG00000115944.15
chr2:42656200|42682589	ENSG00000057935.14
chr2:42783784|42788607	ENSG00000162882.15
chr2:43097958|43100398	ENSG00000230587.3
chr2:43498833|43505735	ENSG00000115970.19
chr2:43707401|43726451	ENSG00000152527.14
chr2:43781628|43783554	ENSG00000138036.18
chr2:43789633|43796795	ENSG00000138036.18
chr2:43822797|43831867	ENSG00000138075.14
chr2:43824219|43831867	ENSG00000138075.14
chr2:43852354|43872306	ENSG00000143921.9
chr2:44201186|44209327	ENSG00000285542.1
chr2:44209210|44213757	ENSG00000138032.21
chr2:44275504|44286157	ENSG00000285542.1
chr2:44275504|44300090	ENSG00000285542.1
chr2:44299971|44304338	ENSG00000138079.14
chr2:44704283|44715353	ENSG00000143919.15
chr2:45546732|45547612	ENSG00000068784.13
chr2:46381596|46382089	ENSG00000116016.14
chr2:46909023|46910873	ENSG00000180398.13
chr2:47011331|47024359	ENSG00000068724.17
chr2:47129941|47153016	ENSG00000273269.3
chr2:47130196|47151515	ENSG00000273269.3
chr2:47332273|47333026	ENSG00000234690.7
chr2:47373808|47379054	ENSG00000119888.11
chr2:47416296|47471062	ENSG00000095002.15
chr2:47809158|47809707	ENSG00000138081.22
chr2:47820362|47832880	ENSG00000138081.22
chr2:47948384|48003425	ENSG00000230773.9
chr2:48328561|48359147	ENSG00000170802.17
chr2:48464937|48480016	ENSG00000162869.16
chr2:48620851|48645117	ENSG00000242441.8
chr2:48621167|48642457	ENSG00000242441.8
chr2:48698615|48723533	ENSG00000138039.15
chr2:48713986|48725750	ENSG00000138039.15
chr2:48988977|49068290	ENSG00000170820.12
chr2:52498603|52500752	ENSG00000236837.1
chr2:52897243|52910024	ENSG00000228033.6
chr2:53765377|53820244	ENSG00000115239.24
chr2:53765377|53787610	ENSG00000115239.24
chr2:54334817|54360271	ENSG00000177994.16
chr2:54616207|54621512	ENSG00000115306.16
chr2:54788200|54800907	ENSG00000285519.1
chr2:54899641|54902141	ENSG00000214595.13
chr2:55318843|55322692	ENSG00000115355.18
chr2:55355579|55372510	ENSG00000115355.18
chr2:56082369|56170195	ENSG00000272180.1
chr2:56147630|56170195	ENSG00000271894.1
chr2:57294636|57298489	ENSG00000285755.2
chr2:58084089|58088446	ENSG00000028116.18
chr2:59249489|59384793	ENSG00000233891.8
chr2:59858451|59995635	ENSG00000271955.2
chr2:60780707|60782005	ENSG00000115421.13
chr2:60894397|60918295	ENSG00000162924.15
chr2:61083154|61103998	ENSG00000162929.14
chr2:61115979|61117385	ENSG00000162929.14
chr2:61181320|61186081	ENSG00000173209.23
chr2:61839421|61842360	ENSG00000170264.13
chr2:61873197|61877514	ENSG00000115484.15
chr2:61876095|61879011	ENSG00000115484.15
chr2:62631402|62661933	ENSG00000226622.6
chr2:63595423|63604872	ENSG00000014641.21
chr2:63856306|63857936	ENSG00000169764.16
chr2:64201228|64202847	ENSG00000230923.2
chr2:64572946|64579546	ENSG00000119844.17
chr2:64848272|64849547	ENSG00000234572.1
chr2:65001448|65018265	ENSG00000115902.11
chr2:65469514|65476349	ENSG00000204929.13
chr2:66665721|66675230	ENSG00000232046.7
chr2:66691672|66697503	ENSG00000232046.7
chr2:67399169|67399626	ENSG00000143971.9
chr2:67564803|67568156	ENSG00000224173.2
chr2:68138742|68147567	ENSG00000273398.6
chr2:68147467|68186652	ENSG00000273398.6
chr2:68158380|68161362	ENSG00000115946.8
chr2:68187255|68217131	ENSG00000221823.11
chr2:68382542|68388491	ENSG00000115956.10
chr2:68502731|68526242	ENSG00000169621.10
chr2:68950126|68950755	ENSG00000183607.10
